Name,Enabled,DNSHostName,DistinguishedName,System,LastLogonDate,Laps,LapsExpirationDays,LapsExpirationTime
WKS-SAN-2411,TRUE,WKS-SAN-2411.sra.org.sz,"CN=WKS-SAN-2411,OU=Computers,OU=Sandlane_border,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/25 08:12,TRUE,24,2022/11/28 17:33
LPT-HQ-6818,TRUE,LPT-HQ-6818.sra.org.sz,"CN=LPT-HQ-6818,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 15:36,TRUE,2,2022/11/06 09:10
LPT-HQ-6846,TRUE,LPT-HQ-6846.sra.org.sz,"CN=LPT-HQ-6846,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 08:20,TRUE,26,2022/11/30 08:16
LPT-HQ-6826,TRUE,LPT-HQ-6826.sra.org.sz,"CN=LPT-HQ-6826,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 07:44,TRUE,16,2022/11/20 09:23
WKS-TRN-2290,TRUE,WKS-TRN-2290.sra.org.sz,"CN=WKS-TRN-2290,OU=Training Computers,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/02 17:06,FALSE,,
WKS-TRN-2061,TRUE,WKS-TRN-2061.sra.org.sz,"CN=WKS-TRN-2061,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 08:55,FALSE,,
WKS-TRN-2448,TRUE,WKS-TRN-2448.sra.org.sz,"CN=WKS-TRN-2448,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/17 08:54,FALSE,,
WKS-TRN-2415,TRUE,WKS-TRN-2415.sra.org.sz,"CN=WKS-TRN-2415,OU=Training Computers,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/09/06 07:37,FALSE,,
WKS-TRN-2412,TRUE,WKS-TRN-2412.sra.org.sz,"CN=WKS-TRN-2412,OU=Training Computers,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/09/12 09:29,FALSE,,
LPT-HQ-6815,TRUE,LPT-HQ-6815.sra.org.sz,"CN=LPT-HQ-6815,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 10:06,TRUE,26,2022/11/30 10:59
WKS-TRN-0321,TRUE,WKS-TRN-0321.sra.org.sz,"CN=WKS-TRN-0321,OU=Training Computers,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/07/27 16:12,FALSE,,
WKS-TRN-2047,TRUE,WKS-TRN-2047.sra.org.sz,"CN=WKS-TRN-2047,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/08/01 09:20,FALSE,,
WKS-TRN-2436,TRUE,WKS-TRN-2436.sra.org.sz,"CN=WKS-TRN-2436,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/14 09:00,TRUE,-7,2022/10/27 10:19
LPT-HQ-6814,TRUE,LPT-HQ-6814.sra.org.sz,"CN=LPT-HQ-6814,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/25 08:00,TRUE,25,2022/11/30 08:05
SRV-SQL02,TRUE,SRV-SQL02.sra.org.sz,"CN=SRV-SQL02,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/11/02 16:49,FALSE,,
WKS-NGW-5843,TRUE,WKS-NGW-5843.sra.org.sz,"CN=WKS-NGW-5843,OU=Computers,OU=Ngwenya_border,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 12:21,TRUE,24,2022/11/28 15:51
WKS-LUN-5940,TRUE,WKS-LUN-5940.sra.org.sz,"CN=WKS-LUN-5940,OU=Computers,OU=Lundzi_border,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/08/26 09:32,FALSE,,
LPT-HQ-6902,TRUE,LPT-HQ-6902.sra.org.sz,"CN=LPT-HQ-6902,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/24 08:04,TRUE,26,2022/11/30 09:51
LPT-HQ-6901,TRUE,LPT-HQ-6901.sra.org.sz,"CN=LPT-HQ-6901,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/24 07:26,TRUE,25,2022/11/30 07:52
LPT-HQ-6896,TRUE,LPT-HQ-6896.sra.org.sz,"CN=LPT-HQ-6896,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/26 08:03,TRUE,8,2022/11/12 10:45
LPT-HQ-6897,TRUE,LPT-HQ-6897.sra.org.sz,"CN=LPT-HQ-6897,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/02 11:46,TRUE,18,2022/11/22 11:29
LPT-HQ-6898,TRUE,LPT-HQ-6898.sra.org.sz,"CN=LPT-HQ-6898,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 08:25,TRUE,26,2022/11/30 09:01
LPT-HQ-6900,TRUE,LPT-HQ-6900.sra.org.sz,"CN=LPT-HQ-6900,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 08:41,TRUE,27,2022/12/02 07:55
LPT-HQ-6899,TRUE,LPT-HQ-6899.sra.org.sz,"CN=LPT-HQ-6899,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 10:22,TRUE,25,2022/11/30 08:05
LPT-HQ-3059,TRUE,LPT-HQ-3059.sra.org.sz,"CN=LPT-HQ-3059,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 1809,2022/10/27 19:17,FALSE,,
WKS-HQ-2702,TRUE,WKS-HQ-2702.sra.org.sz,"CN=WKS-HQ-2702,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/27 09:21,FALSE,,
WKS-TRN-2195,TRUE,WKS-TRN-2195.sra.org.sz,"CN=WKS-TRN-2195,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/27 01:00,FALSE,,
WKS-TRN-1109,TRUE,WKS-TRN-1109.sra.org.sz,"CN=WKS-TRN-1109,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 1909,2022/08/23 09:28,FALSE,,
WKS-HQ-2611,TRUE,WKS-HQ-2611.sra.org.sz,"CN=WKS-HQ-2611,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 1909,2022/09/05 19:07,FALSE,,
LPT-HQ-2989,TRUE,LPT-HQ-2989.sra.org.sz,"CN=LPT-HQ-2989,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/11 13:34,TRUE,-27,2022/10/07 09:45
SRV-CUSTOMCONNE,TRUE,SRV-CUSTOMCONNECTQA.sra.org.sz,"CN=SRV-CUSTOMCONNE,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/11/04 00:45,FALSE,,
LPT-HQ-6903,TRUE,LPT-HQ-6903.sra.org.sz,"CN=LPT-HQ-6903,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 09:50,TRUE,27,2022/12/01 08:18
LPT-HQ-6905,TRUE,LPT-HQ-6905.sra.org.sz,"CN=LPT-HQ-6905,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 08:49,TRUE,0,2022/11/04 08:53
LPT-HQ-6904,TRUE,LPT-HQ-6904.sra.org.sz,"CN=LPT-HQ-6904,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/01 08:13,TRUE,27,2022/12/01 08:34
LPT-HQ-6684,TRUE,LPT-HQ-6684.sra.org.sz,"CN=LPT-HQ-6684,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/10/29 21:14,TRUE,24,2022/11/28 23:14
SRV-FILENET,TRUE,SRV-FILENET.sra.org.sz,"CN=SRV-FILENET,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/29 19:54,FALSE,,
SRV-DATACAP,TRUE,SRV-DATACAP.sra.org.sz,"CN=SRV-DATACAP,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/29 13:50,FALSE,,
SRV-CASEMAN,TRUE,SRV-CASEMAN.sra.org.sz,"CN=SRV-CASEMAN,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/29 17:48,FALSE,,
SRV-CASEMANUAT,TRUE,SRV-CASEMANUAT.sra.org.sz,"CN=SRV-CASEMANUAT,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/30 01:34,FALSE,,
SRV-FILENETUAT,TRUE,SRV-FILENETUAT.sra.org.sz,"CN=SRV-FILENETUAT,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/29 19:22,FALSE,,
SRV-DATACAPUAT,TRUE,SRV-DATACAPUAT.sra.org.sz,"CN=SRV-DATACAPUAT,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/29 20:58,FALSE,,
SRV-ENCTEST,TRUE,SRV-ENCTEST.sra.org.sz,"CN=SRV-ENCTEST,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/09/12 11:15,FALSE,,
SRV-DATACAPDEV,TRUE,SRV-DATACAPDEV.sra.org.sz,"CN=SRV-DATACAPDEV,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/11/01 22:37,FALSE,,
SRV-CASEMANDEV,TRUE,SRV-CASEMANDEV.sra.org.sz,"CN=SRV-CASEMANDEV,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/11/02 07:14,FALSE,,
SRV-FILENETDEV,TRUE,SRV-FILENETDEV.sra.org.sz,"CN=SRV-FILENETDEV,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/11/01 20:36,FALSE,,
TBL-HQ-6452,FALSE,TBL-HQ-6452.sra.org.sz,"CN=TBL-HQ-6452,CN=Computers,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/09/09 14:12,FALSE,,
SRV-KMS,TRUE,SRV-KMS.sra.org.sz,"CN=SRV-KMS,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/15 13:57,FALSE,,
SRV-RADIUS,TRUE,SRV-RADIUS.sra.org.sz,"CN=SRV-RADIUS,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/25 15:48,FALSE,,
TBT-NHL-6462,TRUE,TBT-NHL-6462.sra.org.sz,"CN=TBT-NHL-6462,CN=Computers,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/17 09:49,FALSE,,
LPT-HQ-5799,TRUE,LPT-HQ-5799.sra.org.sz,"CN=LPT-HQ-5799,CN=Computers,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 08:25,FALSE,,
SRV-SFB,TRUE,SRV-SFB.sra.org.sz,"CN=SRV-SFB,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/10/29 11:56,FALSE,,
WKS-HQ-5842,TRUE,WKS-HQ-5842.sra.org.sz,"CN=WKS-HQ-5842,CN=Computers,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:05,FALSE,,
SRV-FIN00,TRUE,SRV-FIN00.sra.org.sz,"CN=SRV-FIN00,CN=Computers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/11/01 15:54,FALSE,,
WKS-HQ-2048,TRUE,WKS-HQ-2048.sra.org.sz,"CN=WKS-HQ-2048,CN=Computers,DC=sra,DC=org,DC=sz",Windows 11,2022/10/12 16:11,FALSE,,
SRV-FINDB,TRUE,SRV-FINDB.sra.org.sz,"CN=SRV-FINDB,CN=Computers,DC=sra,DC=org,DC=sz",Windows Server 2019 Standard,2022/11/02 08:08,FALSE,,
WKS-HQ-5880,TRUE,WKS-HQ-5880.sra.org.sz,"CN=WKS-HQ-5880,CN=Computers,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/28 20:08,FALSE,,
TBT-HQ-2497,TRUE,TBT-HQ-2497.sra.org.sz,"CN=TBT-HQ-2497,CN=Computers,DC=sra,DC=org,DC=sz",Windows 8.1 Pro,2022/10/19 08:21,FALSE,,
KSK-NHL-2701,TRUE,KSK-NHL-2701.sra.org.sz,"CN=KSK-NHL-2701,CN=Computers,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/01 15:35,FALSE,,
WKS-HQ-2193,TRUE,WKS-HQ-2193.sra.org.sz,"CN=WKS-HQ-2193,CN=Computers,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/20 11:25,FALSE,,
KSK-PPK-2202,TRUE,KSK-PPK-2202.sra.org.sz,"CN=KSK-PPK-2202,CN=Computers,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 14:40,FALSE,,
WKS-HQ-6003,TRUE,WKS-HQ-6003.sra.org.sz,"CN=WKS-HQ-6003,CN=Computers,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/21 15:06,FALSE,,
SRV-DR-BAK,TRUE,srv-dr-bak.sra.org.sz,"CN=SRV-DR-BAK,CN=Computers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/11/01 18:23,FALSE,,
SRV-ASYBAK,TRUE,SRV-ASYBAK.sra.org.sz,"CN=SRV-ASYBAK,CN=Computers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/25 11:04,FALSE,,
SRV-SFB01,TRUE,SRV-SFB01.sra.org.sz,"CN=SRV-SFB01,CN=Computers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/25 11:41,FALSE,,
KSK-PPK-6269,TRUE,KSK-PPK-6269.sra.org.sz,"CN=KSK-PPK-6269,CN=Computers,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/25 13:21,FALSE,,
KSK-STK-5832,TRUE,KSK-STK-5832.sra.org.sz,"CN=KSK-STK-5832,CN=Computers,DC=sra,DC=org,DC=sz",Windows 10 1909,2022/10/26 12:48,FALSE,,
SRV-APPSTEST,TRUE,SRV-APPSTEST.sra.org.sz,"CN=SRV-APPSTEST,CN=Computers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/27 08:23,FALSE,,
